,10_AE1712_C14_N14_19_200m_c_1,10_AE1712_C14_N14_19_200m_v_1,11_AE1712_C16_N1_7_80m_c_1,11_AE1712_C16_N1_7_80m_v_1,12_AE1712_C16_N8_14_200m_c_1,12_AE1712_C16_N8_14_200m_v_1,1_AE1712_C3_N1_7_80m_c_1,1_AE1712_C3_N1_7_80m_v_1,2_AE1712_C3_N8_14_200m_c_1,3_AE1712_C6_N1_7_80m_c_1,3_AE1712_C6_N1_7_80m_v_1,4_AE1712_C6_N8_17_200m_c_1,4_AE1712_C6_N8_17_200m_v_1,5_AE1712_C8_N7_12_80m_c_1,5_AE1712_C8_N7_12_80m_v_1,6_AE1712_C8_N19_24_200m_c_1,6_AE1712_C8_N19_24_200m_v_1,7_AE1712_C11_N1_7_80m_c_1,7_AE1712_C11_N1_7_80m_v_1,8_AE1712_C11_N8_14_200m_c_1,8_AE1712_C11_N8_14_200m_v_1,9_AE1712_C14_N3_8_80m_c_1,9_AE1712_C14_N3_8_80m_v_1
10_AE1712_C14_N14_19_200m_v_NODE_698_length_15504_cov_28.638815,2.4785,43.7889,0,0,0,8.6117,0,0,0,0,0,0,0,0,0,0,12.1991,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_699_length_15471_cov_11.900351,0,18.9575,0,0,0,7.2546,0,0,0,0,0,0,4.5661,0,0,0,17.8067,0,0,0,4.9123,0,0
10_AE1712_C14_N14_19_200m_v_NODE_700_length_15463_cov_10.389445,0,16.7588,0,0,0,5.6145,0,0,0,0,0,0,2.873,0,0,0,12.1152,0,0,0,4.4452,0,0
10_AE1712_C14_N14_19_200m_v_NODE_704_length_15390_cov_6.192059,0,9.3938,0,0,0,2.0616,0,0,0,0,0,0,0,0,0,0,3.8402,0,0,0,3.129,0,0
10_AE1712_C14_N14_19_200m_v_NODE_714_length_15246_cov_7.698332,0,11.5239,0,0,0,2.8202,0,0,0,0,0,0,0,0,0,0,3.9615,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_716_length_15233_cov_13.622658,5.8589,21.1799,0,0,4.5658,15.9555,0,0,4.199,3.021,0,3.5086,6.8589,0,0,4.6043,20.7819,0,0,5.5042,7.438,0,0
10_AE1712_C14_N14_19_200m_v_NODE_717_length_15219_cov_10.613195,0,10.1384,0,0,0,9.6897,0,0,0,0,0,0,2.2021,0,0,0,7.9231,0,0,0,4.707,0,0
10_AE1712_C14_N14_19_200m_v_NODE_720_length_15206_cov_11.157380,0,16.9919,0,0,3.2815,8.4573,0,0,0,0,0,2.0367,5.0532,0,0,2.1659,10.0928,0,0,3.5823,4.5388,0,0
10_AE1712_C14_N14_19_200m_v_NODE_725_length_15091_cov_28.881444,0,42.8938,0,0,0,25.3985,0,0,0,0,0,0,2.8239,0,0,0,24.9949,0,0,0,5.555,0,0
10_AE1712_C14_N14_19_200m_v_NODE_730_length_15047_cov_9.231329,0,14.3683,0,0,0,7.9756,0,0,0,0,0,0,5.0319,0,0,0,7.9261,0,0,0,6.0285,0,0
10_AE1712_C14_N14_19_200m_v_NODE_733_length_14929_cov_10.757743,0,16.8281,0,0,0,5.6702,0,2.2764,0,0,0,0,2.6671,0,0,0,8.4017,0,0,0,4.9793,0,0
10_AE1712_C14_N14_19_200m_v_NODE_736_length_14878_cov_7.675698,0,12.2165,0,0,0,6.4204,0,0,0,0,0,0,1.8288,0,0,0,8.0817,0,0,0,3.6665,0,0
10_AE1712_C14_N14_19_200m_v_NODE_737_length_14870_cov_10.740688,0,14.3735,0,2.2149,0,7.1106,0,6.2799,0,0,0,0,4.3778,0,2.2575,0,12.2989,0,0,0,6.2137,0,0
10_AE1712_C14_N14_19_200m_v_NODE_738_length_14841_cov_16.880588,3.6626,28.8016,0,0,2.4353,9.7,0,0,0,0,0,0,3.2269,0,0,2.5276,10.7021,0,0,0,3.5235,0,0
10_AE1712_C14_N14_19_200m_v_NODE_739_length_14837_cov_21.312534,0,32.9082,0,2.8683,0,14.9666,0,4.8923,0,0,1.6787,0,7.2793,0,0,0,22.4448,0,0,0,12.2914,0,0
10_AE1712_C14_N14_19_200m_v_NODE_748_length_14739_cov_69.294162,0,110.816,0,13.2564,0,117.992,0,19.4326,0,0,13.4476,0,31.1059,0,11.2168,0,78.1068,0,6.3081,0,40.4069,0,7.282
10_AE1712_C14_N14_19_200m_v_NODE_751_length_14729_cov_9.489694,0,14.71,0,0,0,8.5456,0,0,0,0,0,0,2.4274,0,0,0,9.8715,0,0,0,3.313,0,0
10_AE1712_C14_N14_19_200m_v_NODE_753_length_14718_cov_10.029779,0,14.1837,0,0,0,4.027,0,0,0,0,0,0,0,0,0,0,8.1069,0,0,0,2.2323,0,0
10_AE1712_C14_N14_19_200m_v_NODE_754_length_14715_cov_18.797787,0,23.5925,0,2.3254,0,21.6699,0,6.0059,0,0,0,0,4.4824,0,0,0,11.4852,0,0,0,2.9046,0,0
10_AE1712_C14_N14_19_200m_v_NODE_755_length_14697_cov_9.125445,0,13.6768,0,0,0,11.1242,0,0,0,0,0,0,2.4483,0,0,0,13.5922,0,0,0,5.1929,0,0
10_AE1712_C14_N14_19_200m_v_NODE_757_length_14682_cov_10.355084,0,16.0083,0,0,0,8.8791,0,0,0,0,0,0,2.9287,0,0,0,8.6973,0,0,0,2.7943,0,0
10_AE1712_C14_N14_19_200m_v_NODE_760_length_14631_cov_10.543356,0,15.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_761_length_14630_cov_9.874802,0,15.2479,0,0,0,7.9355,0,0,0,0,0,0,0,0,0,0,9.1664,0,0,0,3.3107,0,0
10_AE1712_C14_N14_19_200m_v_NODE_764_length_14589_cov_21.599986,0,33.2162,0,0,0,12.5117,0,0,0,0,0,0,9.4157,0,0,0,21.6656,0,0,0,13.0575,0,0
10_AE1712_C14_N14_19_200m_v_NODE_765_length_14584_cov_12.785483,0,19.2465,0,0,0,14.1029,0,0,0,0,0,0,4.2155,0,0,0,12.5429,0,0,0,6.3641,0,0
10_AE1712_C14_N14_19_200m_v_NODE_766_length_14583_cov_11.643527,0,16.2928,0,0,0,6.9013,0,7.072,0,0,0,0,7.8353,0,2.1664,0,10.5493,0,0,0,8.173,0,0
10_AE1712_C14_N14_19_200m_v_NODE_768_length_14550_cov_10.112140,0,15.3237,0,0,0,3.6171,0,0,0,0,0,0,2.6343,0,0,0,9.1833,0,0,0,4.0653,0,0
10_AE1712_C14_N14_19_200m_v_NODE_769_length_14522_cov_74.791970,4.6507,114.0789,0,2.7053,6.9234,69.2478,0,0,5.495,0,0,0,31.1161,0,0,7.3757,100.8385,0,0,3.8192,20.9595,0,0
10_AE1712_C14_N14_19_200m_v_NODE_772_length_14488_cov_12.787662,0,20.2057,0,0,0,7.0709,0,0,0,0,0,0,0,0,0,0,12.2912,0,0,0,5.202,0,0
10_AE1712_C14_N14_19_200m_v_NODE_773_length_14462_cov_7.748001,0,13.1016,0,0,2.3705,5.874,0,0,0,0,0,0,0,0,0,1.7128,4.4789,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_774_length_14453_cov_9.077421,0,15.5411,0,0,4.2614,10.2686,0,0,0,0,0,0,6.152,0,0,0,13.2211,0,0,4.6754,6.4023,0,0
10_AE1712_C14_N14_19_200m_v_NODE_775_length_14368_cov_12.981037,0,21.3594,0,10.2489,0,7.8653,0,8.917,0,0,3.8366,0,3.3614,0,6.1698,0,14.886,0,2.0994,0,5.2081,0,4.1742
10_AE1712_C14_N14_19_200m_v_NODE_776_length_14349_cov_6.601107,3.3851,10.5831,0,0,4.5984,4.6479,0,0,3.7491,0,0,0,2.1298,0,0,2.2945,5.3887,0,0,3.5658,3.8502,0,0
10_AE1712_C14_N14_19_200m_v_NODE_780_length_14307_cov_36.446030,0,35.6531,0,0,0,25.7443,0,0,0,0,0,0,13.583,0,0,0,27.8617,0,0,0,12.5798,0,0
10_AE1712_C14_N14_19_200m_v_NODE_782_length_14301_cov_7.511670,0,11.6423,0,0,0,3.1075,0,0,0,0,0,0,0,0,0,0,4.0887,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_784_length_14276_cov_13.834918,0,21.6276,0,0,0,7.8145,0,0,0,0,0,0,2.8525,0,0,0,9.731,0,0,0,7.5524,0,0
10_AE1712_C14_N14_19_200m_v_NODE_787_length_14246_cov_6.356553,0,9.6526,0,0,0,3.8411,0,0,0,0,0,0,0,0,0,0,2.5926,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_789_length_14183_cov_7.283284,0,11.0941,0,0,0,3.0751,0,0,0,0,0,0,0,0,0,0,3.6089,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_790_length_14170_cov_6.078479,1.9202,9.922,0,0,3.3055,6.1448,0,0,2.4199,0,0,2.3186,4.8379,0,0,0,6.2426,0,0,2.9362,2.9198,0,0
10_AE1712_C14_N14_19_200m_v_NODE_791_length_14167_cov_11.606529,0,19.0138,0,0,0,8.3821,0,0,0,0,0,0,2.4871,0,0,0,14.5896,0,0,0,3.8475,0,0
10_AE1712_C14_N14_19_200m_v_NODE_792_length_14165_cov_16.891184,0,21.3632,0,0,0,7.4651,0,0,0,0,0,0,4.4804,0,0,0,13.8858,0,0,0,6.5085,0,0
10_AE1712_C14_N14_19_200m_v_NODE_796_length_14075_cov_17.544006,0,27.1793,0,0,0,10.9981,0,0,0,0,0,0,10.5295,0,0,0,21.5398,0,0,0,12.0542,0,0
10_AE1712_C14_N14_19_200m_v_NODE_799_length_14012_cov_9.961320,0,15.659,0,0,0,14.1956,0,0,0,0,0,0,4.538,0,0,0,11.3196,0,0,0,6.0001,0,0
10_AE1712_C14_N14_19_200m_v_NODE_800_length_13999_cov_10.977518,0,12.5398,0,0,0,7.7951,0,0,0,0,0,0,7.046,0,0,0,13.1506,0,0,0,9.696,0,0
10_AE1712_C14_N14_19_200m_v_NODE_801_length_13982_cov_8.639914,0,13.1654,0,0,0,5.4658,0,0,0,0,0,0,2.5688,0,0,0,7.9169,0,0,0,3.0696,0,0
10_AE1712_C14_N14_19_200m_v_NODE_803_length_13973_cov_12.675950,0,22.2891,0,0,0,8.6139,0,2.2271,0,0,0,0,4.1883,0,0,0,12.1815,0,0,0,5.9641,0,0
10_AE1712_C14_N14_19_200m_v_NODE_807_length_13899_cov_8.421791,0,12.3175,0,0,0,5.5695,0,0,0,0,0,0,2.8022,0,0,0,10.7845,0,0,0,4.1069,0,0
10_AE1712_C14_N14_19_200m_v_NODE_808_length_13889_cov_30.846800,0,35.7596,0,0,0,16.1061,0,2.4597,0,0,0,0,12.5521,0,0,0,32.4664,0,0,0,15.8074,0,0
10_AE1712_C14_N14_19_200m_v_NODE_810_length_13853_cov_10.249710,0,15.6268,0,0,0,8.5201,0,0,0,0,0,0,3.0167,0,0,2.3082,6.4043,0,0,0,3.4864,0,0
10_AE1712_C14_N14_19_200m_v_NODE_811_length_13846_cov_26.443460,0,37.1321,0,0,0,13.8159,0,6.4595,0,0,0,0,9.0151,0,3.165,0,29.8722,0,0,0,12.2939,0,0
10_AE1712_C14_N14_19_200m_v_NODE_814_length_13829_cov_7.779014,0,13.6367,0,0,0,3.6125,0,0,0,0,0,0,0,0,0,0,5.7893,0,0,0,1.6199,0,0
10_AE1712_C14_N14_19_200m_v_NODE_818_length_13803_cov_11.443975,4.8304,19.2034,0,0,8.4076,8.7386,0,0,7.0931,0,0,4.9081,5.4099,0,0,5.9108,13.3998,0,0,9.5328,8.0935,0,0
10_AE1712_C14_N14_19_200m_v_NODE_823_length_13756_cov_8.050735,0,12.8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_826_length_13687_cov_14.286774,0,21.9974,0,3.2036,0,9.504,0,15.4405,0,0,4.8484,0,9.3572,0,4.3431,0,16.2674,0,0,0,5.9206,0,0
10_AE1712_C14_N14_19_200m_v_NODE_836_length_13597_cov_6.440163,0,10.2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_837_length_13596_cov_10.944005,0,16.6217,0,0,0,6.7103,0,0,0,0,0,0,4.1457,0,0,0,7.9491,0,0,0,4.0316,0,0
10_AE1712_C14_N14_19_200m_v_NODE_838_length_13593_cov_8.266203,0,12.8762,0,0,0,5.3158,0,0,0,0,0,0,3.7446,0,0,0,5.2726,0,0,0,3.7122,0,0
10_AE1712_C14_N14_19_200m_v_NODE_841_length_13580_cov_9.369029,2.49,14.7668,0,0,1.9889,5.4291,0,0,1.9665,0,0,0,2.5187,0,0,2.5092,7.8899,0,0,2.4082,4.5971,0,0
10_AE1712_C14_N14_19_200m_v_NODE_842_length_13568_cov_7.966126,0,12.3386,0,0,0,2.7381,0,0,0,0,0,0,0,0,0,0,5.5162,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_843_length_13545_cov_11.963469,0,19.499,0,0,0,6.9337,0,0,0,0,0,0,0,0,0,0,9.9006,0,0,0,2.7903,0,0
10_AE1712_C14_N14_19_200m_v_NODE_844_length_13544_cov_7.043440,0,12.3272,0,0,0,8.5449,0,0,0,0,0,0,6.0351,0,0,0,10.5999,0,0,0,7.6789,0,0
10_AE1712_C14_N14_19_200m_v_NODE_848_length_13455_cov_12.600613,6.6846,18.4133,0,0,11.7548,15.5953,0,0,6.1668,0,0,5.038,5.5088,0,0,7.5537,11.6882,0,0,10.3721,9.2051,0,0
10_AE1712_C14_N14_19_200m_v_NODE_849_length_13449_cov_10.739979,0,16.8147,0,0,0,3.9887,0,0,0,0,0,0,3.3445,0,0,0,8.4795,0,0,0,3.5416,0,0
10_AE1712_C14_N14_19_200m_v_NODE_850_length_13422_cov_8.607344,0,9.6461,0,0,0,3.7512,0,0,0,0,0,0,3.5444,0,0,0,7.9273,0,0,0,3.9646,0,0
10_AE1712_C14_N14_19_200m_v_NODE_852_length_13388_cov_29.284952,0,29.3428,0,0,0,13.9448,0,0,0,0,0,0,0,0,0,0,16.0097,0,0,0,1.8659,0,0
10_AE1712_C14_N14_19_200m_v_NODE_856_length_13315_cov_16.279347,0,16.0027,0,0,0,6.3235,0,0,0,0,0,0,4.0974,0,0,0,16.0392,0,0,0,5.0295,0,0
10_AE1712_C14_N14_19_200m_v_NODE_860_length_13266_cov_13.992721,0,23.3439,0,0,0,20.0523,0,1.6637,0,0,0,0,12.6727,0,0,0,22.4693,0,0,0,13.1474,0,0
10_AE1712_C14_N14_19_200m_v_NODE_862_length_13258_cov_27.805250,0,41.6745,0,0,0,14.4685,0,0,0,0,0,0,5.1565,0,0,0,24.543,0,0,0,10.6115,0,0
10_AE1712_C14_N14_19_200m_v_NODE_863_length_13257_cov_18.973065,0,12.4319,0,0,0,11.4632,0,0,0,0,0,0,6.0008,0,0,0,8.1762,0,0,0,5.4501,0,0
10_AE1712_C14_N14_19_200m_v_NODE_864_length_13216_cov_7.435726,0,11.4125,0,0,3.3136,6.6908,0,0,2.2976,0,0,0,3.5471,0,0,3.0991,9.4917,0,0,5.3789,7.7132,0,0
10_AE1712_C14_N14_19_200m_v_NODE_865_length_13213_cov_12.220615,0,19.8335,0,0,0,11.1047,0,0,0,0,0,0,3.8758,0,0,0,15.1969,0,0,0,9.1892,0,0
10_AE1712_C14_N14_19_200m_v_NODE_867_length_13203_cov_16.752171,0,14.5891,0,0,0,8.0198,0,0,0,0,0,0,4.511,0,0,0,11.0309,0,0,0,5.1839,0,0
10_AE1712_C14_N14_19_200m_v_NODE_868_length_13167_cov_10.380443,0,16.0201,0,0,0,9.0109,0,0,0,0,0,0,4.0458,0,0,3.6707,6.0373,0,0,0,3.4122,0,0
10_AE1712_C14_N14_19_200m_v_NODE_872_length_13101_cov_12.625077,3.7607,13.6424,0,0,4.7666,7.898,0,0,2.5104,0,0,0,0,0,0,3.2298,7.1683,0,0,4.1393,3.152,0,0
10_AE1712_C14_N14_19_200m_v_NODE_876_length_12969_cov_7.059805,0,10.8543,0,0,0,1.8031,0,0,0,0,0,0,0,0,0,0,2.1609,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_879_length_12938_cov_8.322059,0,12.8495,0,0,0,10.9524,0,2.9731,0,0,0,0,3.386,0,0,0,12.0071,0,0,0,4.4869,0,0
10_AE1712_C14_N14_19_200m_v_NODE_880_length_12929_cov_22.839791,1.9299,29.501,0,0,0,9.3854,0,0,0,0,0,0,6.3307,0,0,0,13.122,0,0,0,7.4958,0,0
10_AE1712_C14_N14_19_200m_v_NODE_881_length_12916_cov_16.619207,0,23.9039,0,0,0,10.5926,0,3.227,0,0,0,0,8.3881,0,0,0,21.8797,0,0,0,9.8632,0,0
10_AE1712_C14_N14_19_200m_v_NODE_886_length_12846_cov_6.122093,0,9.7085,0,0,0,2.6149,0,0,0,0,0,0,0,0,0,0,5.5972,0,0,0,2.2933,0,0
10_AE1712_C14_N14_19_200m_v_NODE_887_length_12834_cov_18.409266,0,17.9323,0,0,0,8.2628,0,5.858,0,0,0,0,6.6024,0,3.3466,0,13.5691,0,0,0,9.0562,0,0
10_AE1712_C14_N14_19_200m_v_NODE_888_length_12814_cov_22.820680,0,33.4367,0,0,0,10.1762,0,0,0,0,0,0,5.5939,0,0,0,18.4414,0,0,0,9.9109,0,0
10_AE1712_C14_N14_19_200m_v_NODE_889_length_12799_cov_5.868653,0,9.8326,0,0,0,4.7205,0,0,0,0,0,0,2.9772,0,0,0,6.7875,0,0,0,3.9468,0,0
10_AE1712_C14_N14_19_200m_v_NODE_890_length_12796_cov_12.940011,0,19.7701,0,0,0,8.1528,0,2.7202,0,0,0,0,5.7122,0,0,0,16.5053,0,0,0,9.3742,0,0
10_AE1712_C14_N14_19_200m_v_NODE_892_length_12790_cov_26.993078,0,19.5304,0,0,0,19.6894,0,2.865,0,0,0,0,8.4492,0,0,0,17.0324,0,0,0,10.5576,0,0
10_AE1712_C14_N14_19_200m_v_NODE_898_length_12674_cov_39.002937,0,58.1299,0,0,0,38.7474,0,0,0,0,0,0,5.5267,0,0,0,31.9169,0,0,0,6.8991,0,0
10_AE1712_C14_N14_19_200m_v_NODE_900_length_12640_cov_7.770437,0,12.0773,0,0,0,6.0613,0,2.4624,0,0,0,0,2.3827,0,0,2.3536,3.9723,0,0,0,2.8003,0,0
10_AE1712_C14_N14_19_200m_v_NODE_902_length_12620_cov_8.018496,0,12.1817,0,0,0,8.2543,0,2.1171,0,2.3839,0,0,3.4331,0,0,3.3246,3.8291,0,0,0,4.0248,0,0
10_AE1712_C14_N14_19_200m_v_NODE_906_length_12552_cov_10.619639,0,16.2523,0,0,0,3.9403,0,0,0,0,0,0,0,0,0,0,3.4466,0,0,0,2.8736,0,0
10_AE1712_C14_N14_19_200m_v_NODE_907_length_12530_cov_20.824942,0,31.0271,0,2.3781,0,12.9439,0,3.7956,0,0,0,0,6.0957,0,2.6786,0,27.7937,0,0,0,10.0278,0,0
10_AE1712_C14_N14_19_200m_v_NODE_910_length_12498_cov_14.241526,0,22.2207,0,0,2.9947,13.0543,0,0,1.9195,0,0,2.1557,5.1181,0,0,2.5231,14.4156,0,0,3.1302,6.4189,0,0
10_AE1712_C14_N14_19_200m_v_NODE_913_length_12459_cov_14.280326,0,21.4118,0,0,0,15.4772,0,0,0,0,0,0,16.0123,0,0,0,30.378,0,0,0,14.0688,0,0
10_AE1712_C14_N14_19_200m_v_NODE_914_length_12441_cov_6.912731,2.641,11.4464,0,0,5.1121,3.65,0,0,2.1201,0,0,0,0,0,0,2.8375,7.4555,0,0,3.8515,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_916_length_12424_cov_6.977079,0,11.8185,0,0,0,3.4915,0,0,0,0,0,0,0,0,0,0,8.5577,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_920_length_12378_cov_5.513048,0,8.6893,0,0,0,4.4452,0,0,0,0,0,0,2.9393,0,0,0,6.0003,0,0,0,2.5229,0,0
10_AE1712_C14_N14_19_200m_v_NODE_924_length_12350_cov_14.808278,0,22.315,0,0,0,14.3054,0,0,0,0,0,0,7.6948,0,0,0,16.1239,0,0,0,6.0626,0,0
10_AE1712_C14_N14_19_200m_v_NODE_926_length_12345_cov_6.122269,0,9.5963,0,0,0,3.1759,0,0,0,0,0,0,0,0,0,0,4.3466,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_929_length_12293_cov_12.661182,0,20.5206,0,0,0,17.9861,0,0,0,0,0,0,6.2596,0,0,0,18.9801,0,0,0,6.6211,0,0
10_AE1712_C14_N14_19_200m_v_NODE_931_length_12279_cov_10.525570,0,16.4992,0,0,0,7.9876,0,0,0,0,0,0,5.8305,0,0,0,13.2406,0,0,0,7.8736,0,0
10_AE1712_C14_N14_19_200m_v_NODE_932_length_12278_cov_7.236866,2.6413,10.4792,0,0,0,7.0591,0,0,2.6244,0,0,0,1.9554,0,0,0,8.8146,0,0,3.147,2.9246,0,0
10_AE1712_C14_N14_19_200m_v_NODE_934_length_12263_cov_50.580256,1.8153,71.8436,0,2.6092,2.4964,44.8762,0,5.3477,0,0,1.8358,2.0562,19.3524,0,2.9123,0,57.4591,0,0,3.9007,25.0011,0,0
10_AE1712_C14_N14_19_200m_v_NODE_935_length_12252_cov_32.044928,4.5627,29.9377,0,0,3.4348,16.4671,0,3.3981,4.4298,0,0,3.9002,5.1242,0,1.2964,6.6315,16.7951,0,0,5.9248,7.0534,0,0
10_AE1712_C14_N14_19_200m_v_NODE_936_length_12245_cov_15.469428,0,23.7243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_937_length_12242_cov_16.902096,0,25.3639,0,0,0,11.6045,0,2.7434,0,0,0,0,5.7369,0,1.7431,0,19.3587,0,0,0,6.9262,0,0
10_AE1712_C14_N14_19_200m_v_NODE_939_length_12207_cov_25.967848,0,38.1876,0,0,0,30.2218,0,2.1354,0,0,0,0,21.0516,0,0,0,31.0149,0,0,0,19.6605,0,0
10_AE1712_C14_N14_19_200m_v_NODE_945_length_12132_cov_7.013687,0,10.4286,0,0,0,5.7914,0,0,0,0,0,0,3.0121,0,0,0,7.2422,0,0,0,4.0012,0,0
10_AE1712_C14_N14_19_200m_v_NODE_947_length_12124_cov_6.580809,0,10.8127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5764,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_951_length_12035_cov_12.930172,0,20.4198,0,0,0,7.899,0,0,0,0,0,0,4.409,0,0,0,9.6918,0,0,0,3.049,0,0
10_AE1712_C14_N14_19_200m_v_NODE_952_length_12022_cov_23.037003,9.5671,34.1642,0,0,7.9865,15.4951,0,0,7.1763,0,0,3.7567,7.9548,0,0,9.1759,25.7119,0,0,12.4067,12.3946,0,0
10_AE1712_C14_N14_19_200m_v_NODE_957_length_11995_cov_9.396963,0,15.3605,0,0,0,8.14,0,0,0,0,0,0,0,0,0,0,8.0107,0,0,0,3.4276,0,0
10_AE1712_C14_N14_19_200m_v_NODE_958_length_11989_cov_14.256464,0,22.5435,0,0,0,11.4714,0,0,0,0,0,0,4.4231,0,0,0,13.8507,0,0,0,7.6216,0,0
10_AE1712_C14_N14_19_200m_v_NODE_959_length_11972_cov_5.902144,0,8.8446,0,0,0,5.5589,0,0,0,0,0,0,2.2503,0,0,0,4.6485,0,0,0,3.9667,0,0
10_AE1712_C14_N14_19_200m_v_NODE_967_length_11889_cov_10.179394,0,17.0514,0,0,0,4.4513,0,0,0,0,0,0,2.0991,0,0,0,9.2574,0,0,0,2.6059,0,0
10_AE1712_C14_N14_19_200m_v_NODE_970_length_11877_cov_11.886864,0,11.0379,0,0,0,2.4515,0,0,0,0,0,0,1.5603,0,0,0,6.2149,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_971_length_11875_cov_21.341075,0,20.6921,0,0,0,6.6306,0,0,0,0,0,0,3.6153,0,0,0,8.4349,0,0,0,5.0329,0,0
10_AE1712_C14_N14_19_200m_v_NODE_973_length_11841_cov_10.606596,0,15.9783,0,0,0,9.8692,0,0,2.5328,0,0,0,4.9423,0,0,2.2496,15.2434,0,0,3.3224,8.6914,0,0
10_AE1712_C14_N14_19_200m_v_NODE_978_length_11821_cov_15.451379,0,22.5392,0,0,0,11.245,0,3.2855,0,0,0,0,5.3075,0,0,0,20.8558,0,0,0,9.4863,0,0
10_AE1712_C14_N14_19_200m_v_NODE_979_length_11790_cov_12.950824,0,20.0857,0,0,1.963,20.1459,0,0,0,0,0,0,6.0644,0,0,0,19.0299,0,0,0,7.3374,0,0
10_AE1712_C14_N14_19_200m_v_NODE_983_length_11770_cov_12.112204,0,19.9595,0,0,0,12.7936,0,0,0,0,0,0,4.4405,0,0,0,13.2124,0,0,0,9.3447,0,0
10_AE1712_C14_N14_19_200m_v_NODE_985_length_11756_cov_10.438308,0,16.8585,0,0,0,8.0639,0,0,0,0,0,0,2.8696,0,0,0,10.9955,0,0,0,5.6476,0,0
10_AE1712_C14_N14_19_200m_v_NODE_987_length_11729_cov_10.982063,0,18.4028,0,0,0,14.7271,0,0,0,0,0,0,4.4448,0,0,0,18.1328,0,0,0,6.4452,0,0
10_AE1712_C14_N14_19_200m_v_NODE_997_length_11658_cov_9.773595,0,15.5533,0,0,0,6.1232,0,0,0,0,0,0,3.916,0,0,0,8.2219,0,0,0,4.3464,0,0
10_AE1712_C14_N14_19_200m_v_NODE_999_length_11652_cov_7.492786,0,12.4227,0,0,0,7.3373,0,5.2715,0,0,0,0,4.5001,0,0,0,13.3628,0,0,0,6.4508,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1004_length_11598_cov_8.247288,0,13.0254,0,0,0,4.2476,0,0,0,0,0,0,0,0,0,0,4.6597,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1009_length_11505_cov_10.135282,0,15.9135,0,0,0,6.6286,0,0,0,0,0,0,2.4011,0,0,0,6.6429,0,0,0,3.6863,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1014_length_11454_cov_7.826668,0,12.2791,0,0,0,3.4036,0,0,0,0,0,0,0,0,0,0,7.0805,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1017_length_11415_cov_37.680632,0,33.7054,0,2.551,2.2423,11.5361,0,2.6805,0,0,0,0,6.5234,0,2.8743,2.585,23.1683,0,0,0,8.2034,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1021_length_11392_cov_10.707556,0,17.7291,0,0,0,6.4201,0,0,0,0,0,0,2.3265,0,0,0,12.9992,0,0,0,5.1781,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1025_length_11326_cov_7.397902,0,11.7972,0,0,0,3.7896,0,0,0,0,0,0,3.484,0,0,0,6.3447,0,0,0,3.8224,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1029_length_11304_cov_7.436002,0,11.7844,0,0,0,4.1455,0,0,0,0,0,0,6.1183,0,0,0,5.5657,0,0,0,4.4722,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1033_length_11272_cov_12.788924,0,20.3016,0,0,0,6.4049,0,0,0,0,0,0,3.7544,0,0,0,8.126,0,0,0,3.4223,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1037_length_11265_cov_9.707812,0,15.3748,0,0,0,4.5668,0,0,0,0,0,0,3.0457,0,0,0,8.1087,0,0,0,2.4319,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1038_length_11261_cov_6.022800,0,8.9827,0,0,0,4.1222,0,0,0,0,0,0,0,0,0,0,7.3333,0,0,0,2.2119,0,0
