,10_AE1712_C14_N14_19_200m_c_1,10_AE1712_C14_N14_19_200m_v_1,11_AE1712_C16_N1_7_80m_c_1,11_AE1712_C16_N1_7_80m_v_1,12_AE1712_C16_N8_14_200m_c_1,12_AE1712_C16_N8_14_200m_v_1,1_AE1712_C3_N1_7_80m_c_1,1_AE1712_C3_N1_7_80m_v_1,2_AE1712_C3_N8_14_200m_c_1,3_AE1712_C6_N1_7_80m_c_1,3_AE1712_C6_N1_7_80m_v_1,4_AE1712_C6_N8_17_200m_c_1,4_AE1712_C6_N8_17_200m_v_1,5_AE1712_C8_N7_12_80m_c_1,5_AE1712_C8_N7_12_80m_v_1,6_AE1712_C8_N19_24_200m_c_1,6_AE1712_C8_N19_24_200m_v_1,7_AE1712_C11_N1_7_80m_c_1,7_AE1712_C11_N1_7_80m_v_1,8_AE1712_C11_N8_14_200m_c_1,8_AE1712_C11_N8_14_200m_v_1,9_AE1712_C14_N3_8_80m_c_1,9_AE1712_C14_N3_8_80m_v_1
12_AE1712_C16_N8_14_200m_v_NODE_354_length_24069_cov_14.281719,8.9535,48.6253,0,0,11.9217,20.7196,0,0,9.6336,0,0,8.9619,18.095,0,0,10.0002,36.0418,0,0,14.5497,16.833,0,0
12_AE1712_C16_N8_14_200m_v_NODE_358_length_23922_cov_8.300356,3.6354,6.0502,0,0,5.4125,6.6061,0,0,2.6205,0,0,2.8638,2.7019,0,0,3.6995,5.5804,0,0,5.4764,4.4154,0,0
12_AE1712_C16_N8_14_200m_v_NODE_369_length_23185_cov_12.523455,0,13.7172,0,0,2.6288,14.2007,0,0,3.0068,0,0,2.3096,5.8096,0,0,2.544,10.9033,0,0,3.8464,6.2916,0,0
12_AE1712_C16_N8_14_200m_v_NODE_372_length_23099_cov_18.604682,0,51.8173,0,0,0,20.0747,0,0,0,0,0,0,10.1297,0,0,0,30.6105,0,0,0,13.8543,0,0
12_AE1712_C16_N8_14_200m_v_NODE_380_length_22692_cov_26.192616,0,28.2618,0,0,0,27.0555,0,3.2219,0,0,3.0946,0,13.0346,0,2.2226,0,27.0982,0,0,0,16.4093,0,1.6657
12_AE1712_C16_N8_14_200m_v_NODE_390_length_22219_cov_79.663039,3.3944,206.8663,0,12.5008,0,81.803,0,25.122,4.1368,0,11.4709,3.6082,48.2631,0,10.3715,0,171.6265,0,5.7521,5.1022,79.4988,0,9.3728
12_AE1712_C16_N8_14_200m_v_NODE_402_length_21430_cov_17.069405,0,0,0,0,0,25.8956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_404_length_21371_cov_13.823143,0,32.4589,0,0,0,22.0294,0,0,0,0,0,0,11.7506,0,0,0,23.1073,0,0,0,9.6837,0,0
12_AE1712_C16_N8_14_200m_v_NODE_408_length_21172_cov_26.440057,0,43.5916,0,0,0,31.7898,0,0,0,0,0,0,15.7933,0,0,0,31.9205,0,0,0,13.571,0,0
12_AE1712_C16_N8_14_200m_v_NODE_411_length_21032_cov_15.581866,0,38.0477,0,3.7879,0,16.9725,0,5.6054,0,0,0,0,6.6561,0,2.849,2.2891,26.3946,0,0,0,12.666,0,0
12_AE1712_C16_N8_14_200m_v_NODE_419_length_20711_cov_13.755888,0,41.966,0,0,0,21.7973,0,3.2099,0,0,0,0,7.3085,0,0,0,24.4868,0,0,0,12.4562,0,0
12_AE1712_C16_N8_14_200m_v_NODE_426_length_20516_cov_9.540731,6.8412,21.5662,0,0,7.8432,16.5344,0,0,6.3136,0,0,4.134,3.4354,0,0,6.6608,9.8989,0,0,7.782,5.3814,0,0
12_AE1712_C16_N8_14_200m_v_NODE_428_length_20415_cov_12.665503,0,37.0013,0,0,0,19.2673,0,0,0,0,0,0,2.9811,0,0,0,20.8597,0,0,0,8.8813,0,0
12_AE1712_C16_N8_14_200m_v_NODE_441_length_19948_cov_10.032560,0,10.1836,0,0,2.1777,8.9121,0,0,0,0,0,0,2.4538,0,0,0,8.4562,0,0,1.6791,4.214,0,0
12_AE1712_C16_N8_14_200m_v_NODE_444_length_19727_cov_12.170840,0,21.7317,0,0,0,10.7419,0,2.61,0,0,0,0,4.5032,0,0,0,10.4944,0,0,0,5.2593,0,0
12_AE1712_C16_N8_14_200m_v_NODE_447_length_19580_cov_45.139517,2.5044,96.7608,0,2.4856,2.2555,66.6915,0,11.1155,2.7324,0,3.0908,2.7901,21.5232,0,3.4083,2.7605,89.6825,0,2.8933,5.0901,46.4322,0,2.0061
12_AE1712_C16_N8_14_200m_v_NODE_451_length_19467_cov_10.442857,0,13.853,0,0,0,8.3841,0,0,0,0,0,0,4.8626,0,0,0,8.5344,0,0,0,5.9255,0,0
12_AE1712_C16_N8_14_200m_v_NODE_456_length_19398_cov_15.728275,0,16.4269,0,0,0,15.8709,0,0,0,0,0,0,4.2332,0,0,0,12.4398,0,0,0,8.7819,0,0
12_AE1712_C16_N8_14_200m_v_NODE_473_length_18931_cov_13.151692,0,36.0278,0,0,0,16.8916,0,2.5006,0,0,0,0,10.5769,0,0,0,28.5524,0,0,0,15.4655,0,0
12_AE1712_C16_N8_14_200m_v_NODE_474_length_18772_cov_8.550789,0,34.796,0,0,0,13.4483,0,0,0,0,0,0,7.5799,0,0,0,16.6249,0,0,0,11.7076,0,0
12_AE1712_C16_N8_14_200m_v_NODE_487_length_18373_cov_10.902055,0,13.7289,0,0,0,12.3202,0,0,0,0,0,0,2.7922,0,0,0,10.3206,0,0,0,5.8266,0,0
12_AE1712_C16_N8_14_200m_v_NODE_499_length_18092_cov_13.642409,0,27.2542,0,0,0,17.7594,0,0,0,0,0,0,10.238,0,0,0,28.631,0,0,0,16.6993,0,0
12_AE1712_C16_N8_14_200m_v_NODE_501_length_17988_cov_12.972587,0,17.4605,0,0,0,20.1127,0,1.9098,0,0,0,0,7.5627,0,0,0,15.5274,0,0,0,8.1233,0,0
12_AE1712_C16_N8_14_200m_v_NODE_511_length_17817_cov_15.676156,0,25.1397,0,0,0,17.3407,0,2.0572,0,0,0,0,9.9299,0,0,1.8321,19.3849,0,0,0,7.8485,0,0
12_AE1712_C16_N8_14_200m_v_NODE_522_length_17523_cov_10.176774,0,25.7633,0,0,0,12.7867,0,0,0,0,0,0,6.5986,0,0,0,18.8195,0,0,0,6.0929,0,0
12_AE1712_C16_N8_14_200m_v_NODE_529_length_17365_cov_8.755437,0,16.6544,0,0,0,13.9003,0,0,0,0,0,0,4.4021,0,0,0,11.3443,0,0,0,6.1726,0,0
12_AE1712_C16_N8_14_200m_v_NODE_553_length_16671_cov_6.785404,5.2935,9.4696,0,0,11.7562,11.0456,0,0,6.2208,0,0,7.0478,2.3666,0,0,6.3585,6.8761,0,0,11.1752,3.8006,0,0
12_AE1712_C16_N8_14_200m_v_NODE_556_length_16563_cov_9.442618,0,24.4478,0,0,0,12.4214,0,0,0,0,0,0,3.1881,0,0,0,13.0879,0,0,0,6.0566,0,0
12_AE1712_C16_N8_14_200m_v_NODE_557_length_16550_cov_6.001943,1.8434,8.4528,0,0,0,5.3752,0,0,0,0,0,0,0,0,0,0,5.5472,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_559_length_16482_cov_18.607254,0,56.2227,0,0,0,28.1097,0,3.8147,0,0,0,0,18.7845,0,0,0,44.0766,0,0,0,25.5165,0,0
12_AE1712_C16_N8_14_200m_v_NODE_563_length_16409_cov_9.502143,0,30.0569,0,0,0,12.1356,0,0,0,0,0,0,5.4591,0,0,0,23.5609,0,0,0,5.724,0,0
12_AE1712_C16_N8_14_200m_v_NODE_564_length_16341_cov_17.511313,0,16.632,0,0,0,20.1918,0,0,0,0,0,0,5.2432,0,0,0,11.8075,0,0,0,5.8095,0,0
12_AE1712_C16_N8_14_200m_v_NODE_571_length_16244_cov_10.688625,0,33.0202,0,0,0,16.7408,0,0,0,0,0,0,3.4551,0,0,0,21.334,0,0,0,8.0856,0,0
12_AE1712_C16_N8_14_200m_v_NODE_581_length_15949_cov_9.645287,0,33.2491,0,0,0,12.2263,0,2.6449,0,0,0,0,8.1392,0,0,0,24.2413,0,0,0,11.8499,0,0
12_AE1712_C16_N8_14_200m_v_NODE_583_length_15922_cov_19.990155,0,61.2415,0,0,0,17.2353,0,2.0548,0,0,0,0,12.7059,0,0,0,38.3712,0,0,0,17.2705,0,0
12_AE1712_C16_N8_14_200m_v_NODE_588_length_15755_cov_69.065697,3.5906,221.1043,0,6.3599,3.1544,97.8526,0,9.9972,0,0,6.1422,0,47.2931,0,6.5065,3.5487,175.4319,0,2.3686,3.7421,79.5722,0,3.9469
12_AE1712_C16_N8_14_200m_v_NODE_592_length_15706_cov_8.690575,0,14.7709,0,0,0,9.7182,0,0,0,0,0,0,4.1301,0,0,0,13.6945,0,0,0,7.152,0,0
12_AE1712_C16_N8_14_200m_v_NODE_599_length_15633_cov_20.302777,0,57.0686,0,3.2774,0,25.1538,0,4.5754,0,0,2.6775,0,15.9071,0,3.6362,0,45.4134,0,0,0,23.0294,0,2.6174
12_AE1712_C16_N8_14_200m_v_NODE_643_length_14649_cov_43.105751,0,77.8602,0,1.7214,0,33.3286,0,0,0,0,0,0,27.1109,0,0,0,72.4144,0,0,0,27.733,0,0
12_AE1712_C16_N8_14_200m_v_NODE_647_length_14583_cov_8.642562,2.4861,8.7019,0,0,2.9529,7.31,0,0,2.0727,0,0,2.1608,0,0,0,2.8812,4.3686,0,0,3.2446,2.5521,0,0
12_AE1712_C16_N8_14_200m_v_NODE_660_length_14352_cov_12.812609,0,21.1889,0,0,2.2415,22.0073,0,0,0,0,0,0,7.9946,0,0,2.1818,20.3057,0,0,3.6358,10.4869,0,0
12_AE1712_C16_N8_14_200m_v_NODE_677_length_13948_cov_9.887607,0,11.0437,0,0,0,9.5988,0,0,0,0,0,0,2.1679,0,0,0,10.5151,0,0,0,3.5732,0,0
12_AE1712_C16_N8_14_200m_v_NODE_683_length_13889_cov_19.941283,0,18.6328,0,0,0,19.6135,0,0,0,0,0,0,8.2466,0,0,0,13.9044,0,0,0,9.7651,0,0
12_AE1712_C16_N8_14_200m_v_NODE_688_length_13817_cov_9.461426,0,25.0801,0,0,0,16.0631,0,0,0,0,0,0,5.343,0,0,0,16.147,0,0,0,9.1221,0,0
12_AE1712_C16_N8_14_200m_v_NODE_693_length_13707_cov_23.695525,0,51.9301,0,0,0,30.6379,0,3.7758,0,0,0,0,15.7274,0,0,0,42.1732,0,0,0,19.6735,0,0
12_AE1712_C16_N8_14_200m_v_NODE_705_length_13576_cov_10.448033,0,0,0,0,0,15.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_730_length_13103_cov_11.888454,2.4909,20.8189,0,0,4.6513,14.3844,0,0,2.7649,0,0,0,3.8009,0,0,0,12.4345,0,0,4.4419,6.59,0,0
12_AE1712_C16_N8_14_200m_v_NODE_773_length_12523_cov_54.585570,6.2494,63.8848,0,3.4888,5.7743,33.768,0,3.2144,4.5706,0,0,2.3442,8.4445,0,0,4.5536,45.2491,0,0,4.3433,12.039,0,0
12_AE1712_C16_N8_14_200m_v_NODE_776_length_12504_cov_7.117003,0,15.6991,0,0,0,12.4953,0,0,0,0,0,0,9.3564,0,0,0,17.1339,0,0,0,11.8615,0,0
12_AE1712_C16_N8_14_200m_v_NODE_777_length_12437_cov_12.295307,0,0,0,0,0,18.0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_788_length_12232_cov_8.762320,0,18.9945,0,0,0,8.5143,0,0,0,0,0,0,4.7479,0,0,0,8.2698,0,0,0,7.7738,0,0
12_AE1712_C16_N8_14_200m_v_NODE_798_length_12125_cov_7.532371,0,10.4396,0,0,0,8.7849,0,3.1414,0,0,0,0,4.5095,0,0,0,7.5988,0,0,0,4.5479,0,0
12_AE1712_C16_N8_14_200m_v_NODE_799_length_12085_cov_21.035476,0,23.3375,0,0,0,25.6976,0,0,0,0,0,0,9.3177,0,0,0,18.7869,0,0,0,11.7604,0,0
12_AE1712_C16_N8_14_200m_v_NODE_800_length_12080_cov_20.631592,0,76.5942,0,2.2963,2.9282,30.0495,0,0,0,0,0,0,11.1453,0,0,0,45.9587,0,0,2.5365,21.1871,0,0
12_AE1712_C16_N8_14_200m_v_NODE_809_length_11917_cov_7.770439,5.3025,57.5913,0,0,3.012,11.7205,0,0,0,0,0,0,6.1052,0,0,0,23.947,0,0,0,7.1061,0,0
12_AE1712_C16_N8_14_200m_v_NODE_813_length_11885_cov_10.297510,0,21.1468,0,0,0,9.5096,0,0,0,0,0,0,3.1095,0,0,0,9.6536,0,0,0,5.6797,0,0
12_AE1712_C16_N8_14_200m_v_NODE_814_length_11848_cov_11.324866,0,27.8418,0,0,0,10.8584,0,0,0,0,0,0,6.2369,0,0,0,14.3819,0,0,0,9.9174,0,0
12_AE1712_C16_N8_14_200m_v_NODE_820_length_11788_cov_17.660576,0,24.4168,0,0,0,25.1489,0,0,0,0,0,0,7.8639,0,0,0,17.4038,0,0,0,10.1008,0,0
12_AE1712_C16_N8_14_200m_v_NODE_836_length_11565_cov_7.369951,0,12.5694,0,0,0,7.9702,0,0,0,0,0,0,0,0,0,0,8.8821,0,0,0,2.8876,0,0
12_AE1712_C16_N8_14_200m_v_NODE_842_length_11516_cov_11.258676,0,17.553,0,1.6704,0,15.3481,0,4.4325,0,0,0,0,3.1144,0,0,0,11.4363,0,0,0,2.9168,0,0
12_AE1712_C16_N8_14_200m_v_NODE_850_length_11454_cov_27.601740,2.2878,47.9511,0,0,0,24.082,0,3.4959,0,0,0,0,14.5993,0,0,3.0542,37.1127,0,0,2.5983,20.5648,0,0
12_AE1712_C16_N8_14_200m_v_NODE_868_length_11216_cov_54.738935,4.0947,170.777,0,4.6107,3.0272,78.8916,0,9.5341,0,0,5.1697,0,38.5506,0,4.7962,0,151.8179,0,0,3.8361,72.2737,0,2.9256
12_AE1712_C16_N8_14_200m_v_NODE_892_length_10877_cov_10.802593,0,33.7765,0,0,0,18.2563,0,3.3624,0,0,0,0,6.2843,0,0,0,20.194,0,0,0,10.7858,0,0
12_AE1712_C16_N8_14_200m_v_NODE_900_length_10814_cov_34.932104,0,106.4115,0,0,0,46.7834,0,0,0,0,2.9832,0,29.905,0,2.5275,0,95.1488,0,0,0,47.6043,0,0
12_AE1712_C16_N8_14_200m_v_NODE_905_length_10765_cov_6.101703,4.9806,13.5436,0,0,5.7489,6.737,0,0,5.3956,0,0,2.2212,1.9709,0,0,5.5599,11.8845,0,0,4.3829,3.3589,0,0
12_AE1712_C16_N8_14_200m_v_NODE_907_length_10747_cov_7.640862,0,25.8391,0,0,0,12.3433,0,3.3862,0,0,0,0,11.5652,0,0,0,27.5573,0,0,0,11.0195,0,0
12_AE1712_C16_N8_14_200m_v_NODE_924_length_10573_cov_7.142245,0,15.0175,0,1.8624,0,11.2699,0,3.5278,3.3087,0,2.3153,0,6.7619,0,0,2.077,10.0129,0,0,2.408,6.1844,0,0
12_AE1712_C16_N8_14_200m_v_NODE_938_length_10498_cov_8.257749,0,16.073,0,0,0,8.8499,0,0,0,0,0,0,0,0,0,0,8.1889,0,0,0,3.6632,0,0
12_AE1712_C16_N8_14_200m_v_NODE_964_length_10292_cov_126.693588,12.9486,526.3572,0,24.7657,10.3282,215.8616,0,50.8605,12.171,2.022,19.7164,10.8653,113.627,0,27.4559,14.6735,408.4466,0,9.8926,16.922,183.6599,0,17.4173
12_AE1712_C16_N8_14_200m_v_NODE_983_length_10115_cov_7.114963,0,8.7308,0,0,0,7.8084,0,0,2.2093,0,0,0,2.698,0,0,0,8.3214,0,0,0,3.193,0,0
12_AE1712_C16_N8_14_200m_v_NODE_991_length_10030_cov_5.752537,0,6.4258,0,0,0,4.6786,0,0,0,0,0,0,0,0,0,0,4.1504,0,0,0,3.1407,0,0
1_AE1712_C3_N1_7_80m_v_NODE_79_length_73671_cov_29.139930,0,2.9793,0,0,0,12.345,0,45.4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_AE1712_C3_N1_7_80m_v_NODE_113_length_58572_cov_24.785640,4.0146,0,14.5631,6.7794,0,0,276.0007,37.8754,0,682.878,26.686,0,0,52.6112,10.6669,0,0,27.5886,15.7547,0,0,467.1967,17.4994
1_AE1712_C3_N1_7_80m_v_NODE_230_length_28195_cov_32.963795,0,15.6792,0,12.7013,0,4.5752,0,53.7297,0,0,17.9001,0,3.1204,0,17.1544,0,9.0317,0,7.0406,0,2.4745,0,12.201
1_AE1712_C3_N1_7_80m_v_NODE_236_length_27643_cov_9.023217,0,11.0799,0,2.4535,0,4.5543,0,7.5075,0,0,2.1071,0,5.7382,0,1.6018,0,7.8338,0,0,0,4.1668,0,0
1_AE1712_C3_N1_7_80m_v_NODE_237_length_27558_cov_9.821113,0,0,0,0,0,0,0,14.9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_AE1712_C3_N1_7_80m_v_NODE_242_length_26676_cov_15.804241,0,0,0,7.7504,0,0,0,25.7127,0,0,8.0694,0,0,0,8.3562,0,0,0,3.4344,0,0,0,4.1155
1_AE1712_C3_N1_7_80m_v_NODE_251_length_25536_cov_18.385168,2.9635,0,14.5493,5.9926,0,0,265.7354,28.7328,0,618.6714,25.5329,0,0,49.8517,9.6614,0,0,26.5067,12.6736,0,0,445.8097,14.4085
1_AE1712_C3_N1_7_80m_v_NODE_254_length_24965_cov_23.857160,0,0,0,3.8253,0,0,5.7967,33.1796,0,17.4439,5.1203,0,0,2.4537,6.8252,0,0,0,0,0,0,5.428,5.3932
1_AE1712_C3_N1_7_80m_v_NODE_263_length_24264_cov_18.125646,0,0,0,4.1191,0,0,0,28.7194,0,0,4.6859,0,0,0,5.1458,0,0,0,0,0,0,0,3.1488
1_AE1712_C3_N1_7_80m_v_NODE_270_length_23396_cov_10.052447,0,5.0596,0,8.6443,0,0,4.0485,16.088,0,9.8408,5.828,0,0,0,5.0516,0,0,0,0,0,0,4.0206,4.8576
1_AE1712_C3_N1_7_80m_v_NODE_283_length_22143_cov_10.067479,0,0,0,3.868,0,0,0,15.543,0,0,3.7946,0,0,0,5.5316,0,0,0,0,0,0,0,3.9241
1_AE1712_C3_N1_7_80m_v_NODE_289_length_21368_cov_88.327274,0,9.4003,0,23.312,0,3.526,0,127.6734,0,0,24.4342,0,3.3661,0,56.4967,0,9.8743,0,9.0094,0,4.7233,0,31.4522
1_AE1712_C3_N1_7_80m_v_NODE_291_length_21171_cov_110.464397,0,6.2421,0,15.0292,0,2.3567,0,100.5802,0,0,17.2394,0,0,0,36.4547,0,7.073,0,6.1603,0,3.227,0,19.6715
1_AE1712_C3_N1_7_80m_v_NODE_310_length_20172_cov_12.980791,0,0,0,3.8082,0,0,0,20.58,0,0,5.3302,0,0,0,3.7241,0,0,0,0,0,0,0,3.0673
1_AE1712_C3_N1_7_80m_v_NODE_322_length_19151_cov_12.244364,0,0,0,0,0,0,7.7391,19.3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_AE1712_C3_N1_7_80m_v_NODE_343_length_18351_cov_12.988891,0,0,0,3.6339,0,0,0,19.4097,0,0,4.7729,0,0,0,4.3018,0,0,0,0,0,0,0,4.3753
1_AE1712_C3_N1_7_80m_v_NODE_349_length_18146_cov_8.366927,0,7.2321,0,0,0,3.9952,0,10.3635,0,0,2.3434,0,6.5391,0,0,0,8.8659,0,0,0,5.8031,0,0
1_AE1712_C3_N1_7_80m_v_NODE_373_length_17170_cov_13.266659,0,143.0498,0,8.055,0,56.6001,0,18.1421,2.2852,0,7.7847,0,33.111,0,7.4164,2.1394,122.2954,0,4.524,3.2191,56.2222,0,6.0822
1_AE1712_C3_N1_7_80m_v_NODE_376_length_16933_cov_9.648849,0,2.8682,0,58.0306,0,1.8021,0,15.2847,0,0,9.7286,0,0,0,21.1462,0,2.9772,0,0,0,0,0,10.0698
1_AE1712_C3_N1_7_80m_v_NODE_386_length_16141_cov_6.478337,0,0,0,0,0,0,0,10.614,0,0,4.6285,0,0,0,2.2063,0,0,0,0,0,0,0,1.7849
1_AE1712_C3_N1_7_80m_v_NODE_417_length_14739_cov_10.479948,0,0,0,3.6824,0,0,0,17.2652,0,0,4.6082,0,0,0,4.662,0,0,0,0,0,0,0,3.9396
1_AE1712_C3_N1_7_80m_v_NODE_424_length_14324_cov_10.236190,0,2.2797,0,44.5858,0,0,0,15.9493,0,0,8.1131,0,0,0,18.5949,0,2.6024,0,1.6223,0,0,0,7.5497
1_AE1712_C3_N1_7_80m_v_NODE_433_length_13776_cov_16.298124,0,6.1402,0,0,0,3.0567,0,26.6095,0,0,2.8028,0,2.1712,0,4.6066,0,6.0568,0,0,0,2.5331,0,3.1258
1_AE1712_C3_N1_7_80m_v_NODE_434_length_13766_cov_10.395427,0,0,0,0,0,0,0,16.0133,0,0,0,0,0,0,0,0,5.9775,0,0,0,0,0,0
1_AE1712_C3_N1_7_80m_v_NODE_436_length_13693_cov_7.175602,0,0,4.3687,5.8973,0,0,8.5435,11.5897,0,14.6052,0,0,0,15.7645,7.0471,0,0,0,0,0,0,15.491,0
1_AE1712_C3_N1_7_80m_v_NODE_448_length_13223_cov_12.032101,0,2.4849,0,4.3878,0,0,0,18.8564,0,0,3.8359,0,0,0,6.6832,0,0,0,0,0,0,0,2.4626
1_AE1712_C3_N1_7_80m_v_NODE_449_length_13208_cov_12.525093,0,6.9024,0,9.3716,0,0,5.1747,20.0967,0,11.1623,8.7224,0,0,0,6.0537,0,0,0,2.3917,0,0,6.3975,6.3234
1_AE1712_C3_N1_7_80m_v_NODE_458_length_13009_cov_7.073925,0,5.2627,0,3.9635,0,4.0078,0,11.9567,0,0,0,0,2.8138,0,2.7102,0,5.3019,0,0,0,0,0,2.5189
1_AE1712_C3_N1_7_80m_v_NODE_460_length_12949_cov_18.885410,0,0,0,7.7433,0,0,0,29.7638,0,0,8.4888,0,0,0,7.0934,0,0,0,4.6754,0,0,0,4.9127
1_AE1712_C3_N1_7_80m_v_NODE_464_length_12748_cov_19.484255,0,6.8287,0,17.146,0,0,0,29.9561,0,6.1498,62.5204,0,0,0,14.8071,0,0,0,38.0448,0,0,2.7431,53.5678
1_AE1712_C3_N1_7_80m_v_NODE_466_length_12726_cov_10.831054,0,0,0,3.3168,0,0,14.045,16.2817,0,3.3018,0,0,0,0,5.9363,0,0,0,0,0,0,0,0
1_AE1712_C3_N1_7_80m_v_NODE_470_length_12607_cov_9.816600,0,13.7676,0,2.3892,0,6.0346,0,10.3325,0,0,2.0504,0,6.4602,0,2.2126,0,8.9622,0,0,0,5.0796,0,0
1_AE1712_C3_N1_7_80m_v_NODE_475_length_12492_cov_17.234474,2.4372,82.4462,0,3.7982,2.7319,33.153,0,16.9329,0,0,5.9975,0,16.2387,0,7.1874,0,50.4919,0,4.0413,0,23.6222,0,5.7465
1_AE1712_C3_N1_7_80m_v_NODE_482_length_12325_cov_6.636675,0,7.7593,0,0,0,2.7761,0,6.6118,0,0,3.9733,0,0,0,2.7428,0,4.1405,0,0,0,0,0,1.9609
1_AE1712_C3_N1_7_80m_v_NODE_484_length_12289_cov_17.222159,2.3416,94.4913,0,9.0855,3.5621,41.8391,0,30.7317,4.3907,2.5692,7.1692,3.0785,15.3597,0,11.4567,3.5522,55.2349,0,3.9376,4.0983,24.881,0,6.9488
1_AE1712_C3_N1_7_80m_v_NODE_496_length_12003_cov_8.011991,0,45.4264,0,6.2881,0,18.4053,0,13.5951,0,0,3.4787,0,7.9932,0,3.6032,0,21.1385,0,0,0,11.5564,0,3.411
1_AE1712_C3_N1_7_80m_v_NODE_497_length_12000_cov_12.351002,0,0,0,43.2221,0,0,0,19.855,0,2.4247,9.1416,0,0,0,14.9191,0,0,0,0,0,0,0,5.3605
1_AE1712_C3_N1_7_80m_v_NODE_498_length_11976_cov_28.569039,0,0,0,6.1002,0,0,0,25.9869,0,2.9021,32.9606,0,0,0,9.2668,0,0,0,27.5838,0,0,0,22.5003
1_AE1712_C3_N1_7_80m_v_NODE_501_length_11849_cov_62.229443,0,0,0,40.5786,0,0,6.9458,82.5018,0,13.5628,33.4528,0,0,0,62.6433,0,0,0,7.5307,0,0,3.0236,21.6587
1_AE1712_C3_N1_7_80m_v_NODE_519_length_11323_cov_12.155700,0,0,0,3.5717,0,0,0,19.793,0,0,4.162,0,0,0,4.2079,0,0,0,0,0,0,0,2.6834
1_AE1712_C3_N1_7_80m_v_NODE_520_length_11292_cov_12.689701,0,7.7632,0,4.4739,0,0,0,22.8484,0,0,4.8227,0,0,0,3.9659,0,8.6892,0,2.3769,0,0,0,2.8745
1_AE1712_C3_N1_7_80m_v_NODE_521_length_11286_cov_16.206798,0,4.0011,0,12.8509,0,4.0339,0,25.1604,0,0,7.1439,0,2.2455,0,7.5539,0,4.2847,0,2.2506,0,0,0,4.5177
1_AE1712_C3_N1_7_80m_v_NODE_525_length_11221_cov_10.150126,0,21.6167,0,5.1292,0,8.8778,0,15.6956,0,0,4.7018,0,9.3255,0,5.1509,0,14.1027,0,2.1742,0,8.484,0,0
1_AE1712_C3_N1_7_80m_v_NODE_528_length_11175_cov_10.009822,0,13.8341,0,2.7395,0,6.5608,0,15.9968,0,0,2.3349,0,7.2353,0,4.0592,0,12.6493,0,0,0,7.3561,0,3.8576
1_AE1712_C3_N1_7_80m_v_NODE_542_length_10803_cov_20.726925,0,0,0,2.1218,0,0,3.2422,21.1827,0,9.9445,3.2504,0,0,0,3.5691,0,0,0,0,0,0,3.1497,3.5095
1_AE1712_C3_N1_7_80m_v_NODE_555_length_10568_cov_5.870842,0,2.8769,0,3.0326,0,3.1313,0,9.3911,0,0,1.7738,0,1.9448,0,2.079,0,4.4337,0,0,0,0,0,0
1_AE1712_C3_N1_7_80m_v_NODE_570_length_10223_cov_7.068303,0,0,0,0,0,0,0,11.3917,0,0,0,0,0,0,3.4057,0,0,0,0,0,0,0,0
3_AE1712_C6_N1_7_80m_v_NODE_32_length_12071_cov_39.989995,0,0,0,4.2939,0,0,0,24.1266,0,2.2367,35.1435,0,0,0,9.2908,0,0,0,29.5465,0,0,0,24.6645
3_AE1712_C6_N1_7_80m_v_NODE_38_length_10815_cov_30.797262,0,0,0,8.2057,0,0,0,25.6757,0,11.4192,46.1434,0,0,0,9.3722,0,0,0,33.8795,0,0,9.1104,40.4482
4_AE1712_C6_N8_17_200m_v_NODE_75_length_45897_cov_19.695766,0,93.7881,0,5.5284,0,45.0406,0,10.3079,0,0,3.6684,0,28.2419,0,6.2055,0,75.1916,0,0,0,36.7713,0,4.0309
4_AE1712_C6_N8_17_200m_v_NODE_96_length_36742_cov_28.933806,0,159.8257,0,1.9199,0,64.1383,0,2.81,0,0,0,0,43.3207,0,0,0,99.8271,0,0,0,59.2122,0,0
4_AE1712_C6_N8_17_200m_v_NODE_117_length_32325_cov_11.581773,0,38.1247,0,0,0,25.0307,0,0,0,0,0,0,17.9938,0,0,0,29.3099,0,0,0,17.7946,0,0
4_AE1712_C6_N8_17_200m_v_NODE_120_length_31336_cov_10.262133,0,0,0,0,0,0,0,4.8487,0,0,0,0,15.9579,0,0,0,78.8722,0,0,0,0,0,0
4_AE1712_C6_N8_17_200m_v_NODE_132_length_28056_cov_13.307981,0,0,0,0,0,0,0,0,0,0,0,0,20.2345,0,5.4405,0,0,0,0,0,0,0,0
4_AE1712_C6_N8_17_200m_v_NODE_139_length_26897_cov_19.000149,0,76.9416,0,0,0,20.7812,0,2.9187,0,0,0,0,17.8797,0,0,0,48.2707,0,0,0,22.2101,0,1.6288
4_AE1712_C6_N8_17_200m_v_NODE_157_length_23946_cov_10.398592,0,15.6202,0,0,0,7.0795,0,4.774,0,0,0,0,7.4067,0,0,0,11.9846,0,0,0,7.1742,0,0
